Inference for Stan model: jhb_ordinal_hurdle_model_model
2 chains: each with iter=(5000,5000); warmup=(0,0); thin=(1,1); 10000 iterations saved.

Warmup took (51891, 52317) seconds, 29 hours total
Sampling took (207010, 208747) seconds, 115 hours total

                    Mean     MCSE   StdDev        5%       50%       95%    N_Eff  N_Eff/s    R_hat
z_jg[1691,4]    -7.5e-02  6.8e-03  9.4e-01  -1.7e+00  -6.1e-02   1.4e+00  1.9e+04  4.6e-02  1.0e+00
z_jg[1691,5]    -8.6e-03  6.8e-03  1.0e+00  -1.7e+00  -2.1e-02   1.6e+00  2.2e+04  5.3e-02  1.0e+00
z_jg[1691,6]    -1.1e-02  7.0e-03  1.0e+00  -1.6e+00  -1.6e-02   1.6e+00  2.0e+04  4.9e-02  1.0e+00
z_jg[1692,1]    -4.4e-01  6.3e-03  8.8e-01  -1.9e+00  -4.3e-01   9.8e-01  2.0e+04  4.7e-02  1.0e+00
z_jg[1692,2]     3.3e-01  7.0e-03  9.4e-01  -1.2e+00   3.2e-01   1.9e+00  1.8e+04  4.3e-02  1.0e+00
z_jg[1692,3]    -2.5e-01  6.4e-03  9.3e-01  -1.8e+00  -2.4e-01   1.3e+00  2.1e+04  5.0e-02  1.0e+00
z_jg[1692,4]    -5.8e-02  6.1e-03  9.8e-01  -1.7e+00  -5.2e-02   1.6e+00  2.6e+04  6.3e-02  1.0e+00
z_jg[1692,5]    -7.0e-03  7.3e-03  1.0e+00  -1.6e+00  -1.9e-03   1.6e+00  1.9e+04  4.6e-02  1.0e+00
z_jg[1692,6]     8.1e-03  7.1e-03  1.0e+00  -1.6e+00   7.4e-03   1.7e+00  2.0e+04  4.8e-02  1.0e+00
z_jg[1693,1]    -6.8e-01  6.6e-03  8.5e-01  -2.1e+00  -6.7e-01   7.0e-01  1.7e+04  4.0e-02  1.0e+00
z_jg[1693,2]     4.8e-01  7.2e-03  9.2e-01  -1.0e+00   4.8e-01   2.0e+00  1.7e+04  4.0e-02  1.0e+00
z_jg[1693,3]    -1.4e-01  6.5e-03  9.5e-01  -1.7e+00  -1.5e-01   1.4e+00  2.1e+04  5.1e-02  1.0e+00
z_jg[1693,4]    -1.0e-01  6.5e-03  9.4e-01  -1.7e+00  -9.0e-02   1.4e+00  2.1e+04  5.1e-02  1.0e+00
z_jg[1693,5]    -7.5e-04  7.4e-03  9.9e-01  -1.6e+00  -4.4e-03   1.6e+00  1.8e+04  4.3e-02  1.0e+00
z_jg[1693,6]     1.0e-02  7.0e-03  1.0e+00  -1.7e+00   5.1e-03   1.6e+00  2.1e+04  5.0e-02  1.0e+00
z_jg[1694,1]     5.7e-01  6.9e-03  7.7e-01  -7.0e-01   5.8e-01   1.8e+00  1.2e+04  3.0e-02  1.0e+00
z_jg[1694,2]    -4.9e-01  7.5e-03  8.8e-01  -1.9e+00  -4.8e-01   9.3e-01  1.4e+04  3.3e-02  1.0e+00
z_jg[1694,3]    -3.0e-01  6.2e-03  9.2e-01  -1.8e+00  -3.0e-01   1.2e+00  2.2e+04  5.3e-02  1.0e+00
z_jg[1694,4]    -2.4e-01  6.6e-03  8.8e-01  -1.7e+00  -2.2e-01   1.2e+00  1.8e+04  4.2e-02  1.0e+00
z_jg[1694,5]     7.9e-03  6.9e-03  1.0e+00  -1.6e+00   1.6e-02   1.6e+00  2.1e+04  5.1e-02  1.0e+00
z_jg[1694,6]    -1.2e-03  7.9e-03  1.0e+00  -1.6e+00  -7.7e-03   1.7e+00  1.6e+04  3.8e-02  1.0e+00
z_jg[1695,1]    -2.4e-01  6.3e-03  9.2e-01  -1.8e+00  -2.3e-01   1.3e+00  2.2e+04  5.2e-02  1.0e+00
z_jg[1695,2]     2.0e-01  6.7e-03  9.6e-01  -1.4e+00   1.9e-01   1.8e+00  2.0e+04  4.9e-02  1.0e+00
z_jg[1695,3]    -4.6e-01  6.2e-03  9.3e-01  -2.0e+00  -4.6e-01   1.1e+00  2.2e+04  5.3e-02  1.0e+00
z_jg[1695,4]    -4.1e-02  7.0e-03  9.6e-01  -1.6e+00  -2.0e-02   1.5e+00  1.9e+04  4.5e-02  1.0e+00
z_jg[1695,5]    -4.0e-03  7.0e-03  1.0e+00  -1.7e+00  -7.3e-03   1.6e+00  2.0e+04  4.9e-02  1.0e+00
z_jg[1695,6]    -8.9e-03  7.1e-03  1.0e+00  -1.7e+00  -5.5e-03   1.6e+00  2.0e+04  4.8e-02  1.0e+00
z_jg[1696,1]    -2.3e-01  6.5e-03  9.3e-01  -1.8e+00  -2.2e-01   1.3e+00  2.0e+04  4.9e-02  1.0e+00
z_jg[1696,2]    -3.9e-03  6.8e-03  9.5e-01  -1.6e+00  -1.4e-02   1.6e+00  2.0e+04  4.7e-02  1.0e+00
z_jg[1696,3]     7.4e-01  7.0e-03  9.5e-01  -8.3e-01   7.4e-01   2.3e+00  1.9e+04  4.5e-02  1.0e+00
z_jg[1696,4]    -2.4e-01  6.2e-03  8.9e-01  -1.7e+00  -2.2e-01   1.2e+00  2.1e+04  5.0e-02  1.0e+00
z_jg[1696,5]     5.6e-03  6.7e-03  1.0e+00  -1.6e+00   9.3e-03   1.6e+00  2.2e+04  5.4e-02  1.0e+00
z_jg[1696,6]    -3.7e-03  7.0e-03  9.9e-01  -1.6e+00   7.9e-04   1.6e+00  2.0e+04  4.9e-02  1.0e+00
z_jg[1697,1]    -9.2e-01  6.8e-03  8.6e-01  -2.3e+00  -9.1e-01   4.9e-01  1.6e+04  3.9e-02  1.0e+00
z_jg[1697,2]     5.7e-01  8.0e-03  9.3e-01  -9.7e-01   5.7e-01   2.1e+00  1.4e+04  3.2e-02  1.0e+00
z_jg[1697,3]    -2.9e-01  7.4e-03  9.6e-01  -1.9e+00  -2.9e-01   1.3e+00  1.7e+04  4.0e-02  1.0e+00
z_jg[1697,4]    -4.8e-01  6.6e-03  8.7e-01  -1.9e+00  -4.8e-01   9.6e-01  1.7e+04  4.2e-02  1.0e+00
z_jg[1697,5]     4.0e-02  7.3e-03  1.0e+00  -1.6e+00   4.0e-02   1.7e+00  1.9e+04  4.6e-02  1.0e+00
z_jg[1697,6]     1.5e-03  7.4e-03  1.0e+00  -1.6e+00  -1.0e-02   1.7e+00  1.8e+04  4.4e-02  1.0e+00
z_jg[1698,1]    -3.8e-01  6.7e-03  8.9e-01  -1.9e+00  -3.8e-01   1.1e+00  1.8e+04  4.3e-02  1.0e+00
z_jg[1698,2]     2.2e-01  7.0e-03  9.6e-01  -1.3e+00   2.1e-01   1.8e+00  1.9e+04  4.5e-02  1.0e+00
z_jg[1698,3]    -2.5e-01  6.3e-03  9.6e-01  -1.8e+00  -2.6e-01   1.3e+00  2.3e+04  5.6e-02  1.0e+00
z_jg[1698,4]    -2.6e-01  7.1e-03  9.0e-01  -1.7e+00  -2.4e-01   1.2e+00  1.6e+04  3.8e-02  1.0e+00
z_jg[1698,5]     4.5e-02  7.0e-03  1.0e+00  -1.6e+00   4.9e-02   1.7e+00  2.1e+04  5.0e-02  1.0e+00
z_jg[1698,6]    -6.7e-03  6.9e-03  1.0e+00  -1.7e+00  -1.5e-02   1.7e+00  2.1e+04  5.1e-02  1.0e+00
z_jg[1699,1]     3.5e-01  8.1e-03  9.1e-01  -1.2e+00   3.5e-01   1.8e+00  1.3e+04  3.0e-02  1.0e+00
z_jg[1699,2]     3.2e-01  9.6e-03  9.6e-01  -1.2e+00   3.2e-01   1.9e+00  1.0e+04  2.4e-02  1.0e+00
z_jg[1699,3]     1.9e-01  7.6e-03  9.8e-01  -1.4e+00   2.0e-01   1.8e+00  1.7e+04  4.0e-02  1.0e+00
z_jg[1699,4]     1.4e+00  8.1e-03  7.3e-01   1.2e-01   1.4e+00   2.5e+00  8.1e+03  1.9e-02  1.0e+00
z_jg[1699,5]    -2.5e-01  1.1e-02  1.0e+00  -1.9e+00  -2.5e-01   1.4e+00  8.6e+03  2.1e-02  1.0e+00
z_jg[1699,6]    -1.3e-02  7.0e-03  1.0e+00  -1.7e+00  -1.4e-02   1.7e+00  2.1e+04  5.2e-02  1.0e+00
z_jg[1700,1]    -3.1e-01  6.6e-03  9.1e-01  -1.8e+00  -2.9e-01   1.2e+00  1.9e+04  4.7e-02  1.0e+00
z_jg[1700,2]     2.3e-01  7.1e-03  9.4e-01  -1.3e+00   2.1e-01   1.8e+00  1.7e+04  4.2e-02  1.0e+00
z_jg[1700,3]    -1.4e-01  6.3e-03  9.7e-01  -1.8e+00  -1.5e-01   1.4e+00  2.4e+04  5.8e-02  1.0e+00
z_jg[1700,4]    -1.0e-01  6.7e-03  9.4e-01  -1.7e+00  -7.9e-02   1.4e+00  1.9e+04  4.7e-02  1.0e+00
z_jg[1700,5]    -1.1e-04  7.2e-03  9.9e-01  -1.6e+00   4.3e-03   1.6e+00  1.9e+04  4.5e-02  1.0e+00
z_jg[1700,6]     4.1e-03  7.1e-03  1.0e+00  -1.7e+00   1.0e-02   1.6e+00  2.0e+04  4.9e-02  1.0e+00
z_jg[1701,1]     1.0e+00  7.9e-03  8.1e-01  -3.3e-01   1.0e+00   2.3e+00  1.1e+04  2.5e-02  1.0e+00
z_jg[1701,2]    -1.0e+00  7.8e-03  8.7e-01  -2.4e+00  -1.0e+00   4.3e-01  1.2e+04  2.9e-02  1.0e+00
z_jg[1701,3]    -1.3e-01  6.8e-03  9.9e-01  -1.8e+00  -1.3e-01   1.5e+00  2.2e+04  5.2e-02  1.0e+00
z_jg[1701,4]    -2.7e-01  6.2e-03  8.8e-01  -1.8e+00  -2.6e-01   1.1e+00  2.0e+04  4.9e-02  1.0e+00
z_jg[1701,5]     2.7e-04  7.1e-03  1.0e+00  -1.7e+00  -7.2e-03   1.6e+00  2.0e+04  4.8e-02  1.0e+00
z_jg[1701,6]     8.1e-03  6.7e-03  1.0e+00  -1.7e+00   8.4e-03   1.7e+00  2.2e+04  5.3e-02  1.0e+00
z_jg[1702,1]    -4.7e-01  6.7e-03  8.9e-01  -1.9e+00  -4.6e-01   9.8e-01  1.7e+04  4.2e-02  1.0e+00
z_jg[1702,2]     2.7e-01  6.8e-03  9.1e-01  -1.2e+00   2.7e-01   1.8e+00  1.8e+04  4.3e-02  1.0e+00
z_jg[1702,3]    -1.6e-01  7.1e-03  9.9e-01  -1.8e+00  -1.7e-01   1.4e+00  1.9e+04  4.6e-02  1.0e+00
z_jg[1702,4]    -3.1e-01  6.3e-03  8.7e-01  -1.8e+00  -3.0e-01   1.1e+00  1.9e+04  4.6e-02  1.0e+00
z_jg[1702,5]     2.9e-02  6.7e-03  9.9e-01  -1.6e+00   2.6e-02   1.7e+00  2.2e+04  5.2e-02  1.0e+00
z_jg[1702,6]    -1.2e-03  7.2e-03  1.0e+00  -1.6e+00   4.2e-03   1.6e+00  1.9e+04  4.6e-02  1.0e+00
z_jg[1703,1]     4.3e-01  7.9e-03  9.1e-01  -1.1e+00   4.4e-01   1.9e+00  1.3e+04  3.2e-02  1.0e+00
z_jg[1703,2]     2.8e-01  9.5e-03  9.8e-01  -1.3e+00   2.7e-01   1.9e+00  1.1e+04  2.5e-02  1.0e+00
z_jg[1703,3]     6.4e-02  8.0e-03  9.9e-01  -1.5e+00   6.6e-02   1.7e+00  1.5e+04  3.6e-02  1.0e+00
z_jg[1703,4]     1.3e+00  7.4e-03  7.3e-01   1.1e-01   1.3e+00   2.5e+00  9.7e+03  2.3e-02  1.0e+00
z_jg[1703,5]    -2.5e-01  1.1e-02  1.0e+00  -2.0e+00  -2.5e-01   1.4e+00  8.4e+03  2.0e-02  1.0e+00
z_jg[1703,6]    -3.5e-03  6.8e-03  1.0e+00  -1.7e+00  -4.0e-03   1.7e+00  2.2e+04  5.2e-02  1.0e+00
z_jg[1704,1]    -3.0e-01  7.0e-03  9.4e-01  -1.9e+00  -2.9e-01   1.2e+00  1.8e+04  4.4e-02  1.0e+00
z_jg[1704,2]     7.7e-02  6.6e-03  9.5e-01  -1.5e+00   7.2e-02   1.6e+00  2.1e+04  5.0e-02  1.0e+00
z_jg[1704,3]    -1.5e-01  6.6e-03  9.7e-01  -1.8e+00  -1.6e-01   1.5e+00  2.2e+04  5.3e-02  1.0e+00
z_jg[1704,4]    -4.1e-01  6.4e-03  8.7e-01  -1.9e+00  -4.1e-01   1.0e+00  1.9e+04  4.5e-02  1.0e+00
z_jg[1704,5]     2.8e-02  7.5e-03  1.0e+00  -1.6e+00   3.1e-02   1.7e+00  1.8e+04  4.4e-02  1.0e+00
z_jg[1704,6]    -2.5e-03  6.6e-03  9.9e-01  -1.6e+00  -8.2e-03   1.7e+00  2.2e+04  5.4e-02  1.0e+00
z_jg[1705,1]     8.6e-01  6.3e-03  5.7e-01  -7.4e-02   8.6e-01   1.8e+00  8.3e+03  2.0e-02  1.0e+00
z_jg[1705,2]     7.8e-01  7.0e-03  8.3e-01  -5.8e-01   7.8e-01   2.1e+00  1.4e+04  3.4e-02  1.0e+00
z_jg[1705,3]     8.3e-01  5.8e-03  7.6e-01  -4.2e-01   8.3e-01   2.1e+00  1.8e+04  4.2e-02  1.0e+00
z_jg[1705,4]     4.6e-01  7.1e-03  7.2e-01  -7.0e-01   4.5e-01   1.6e+00  1.0e+04  2.4e-02  1.0e+00
z_jg[1705,5]     1.1e-01  7.7e-03  1.0e+00  -1.5e+00   1.1e-01   1.8e+00  1.7e+04  4.0e-02  1.0e+00
z_jg[1705,6]    -5.4e-03  6.6e-03  1.0e+00  -1.7e+00  -5.9e-04   1.7e+00  2.3e+04  5.5e-02  1.0e+00
z_jg[1706,1]    -8.4e-01  6.7e-03  7.8e-01  -2.2e+00  -8.2e-01   4.2e-01  1.4e+04  3.3e-02  1.0e+00
z_jg[1706,2]     3.3e-01  7.4e-03  9.2e-01  -1.2e+00   3.3e-01   1.9e+00  1.5e+04  3.7e-02  1.0e+00
z_jg[1706,3]     6.3e-02  5.4e-03  7.5e-01  -1.2e+00   5.6e-02   1.3e+00  1.9e+04  4.7e-02  1.0e+00
z_jg[1706,4]    -1.0e-01  6.8e-03  9.2e-01  -1.7e+00  -7.8e-02   1.4e+00  1.8e+04  4.4e-02  1.0e+00
z_jg[1706,5]     1.1e-03  7.3e-03  1.0e+00  -1.6e+00  -1.3e-02   1.6e+00  1.9e+04  4.5e-02  1.0e+00
z_jg[1706,6]    -1.0e-02  7.2e-03  1.0e+00  -1.6e+00  -3.4e-03   1.6e+00  2.0e+04  4.7e-02  1.0e+00
z_jg[1707,1]    -8.4e-03  6.4e-03  6.8e-01  -1.2e+00   2.0e-02   1.1e+00  1.1e+04  2.7e-02  1.0e+00
z_jg[1707,2]    -2.9e-01  6.8e-03  8.9e-01  -1.7e+00  -2.9e-01   1.2e+00  1.7e+04  4.1e-02  1.0e+00
z_jg[1707,3]    -5.4e-01  5.5e-03  7.8e-01  -1.8e+00  -5.4e-01   7.2e-01  2.0e+04  4.8e-02  1.0e+00
z_jg[1707,4]    -4.1e-02  6.5e-03  9.8e-01  -1.7e+00  -3.9e-02   1.6e+00  2.3e+04  5.4e-02  1.0e+00
z_jg[1707,5]     4.9e-03  7.2e-03  9.9e-01  -1.6e+00   1.5e-02   1.6e+00  1.9e+04  4.6e-02  1.0e+00
z_jg[1707,6]     2.2e-02  7.3e-03  1.0e+00  -1.7e+00   2.3e-02   1.7e+00  1.9e+04  4.6e-02  1.0e+00
z_jg[1708,1]    -6.7e-01  6.4e-03  8.0e-01  -2.0e+00  -6.4e-01   6.0e-01  1.6e+04  3.8e-02  1.0e+00
z_jg[1708,2]     3.4e-01  6.8e-03  9.2e-01  -1.1e+00   3.4e-01   1.8e+00  1.8e+04  4.3e-02  1.0e+00
z_jg[1708,3]    -4.2e-01  5.8e-03  7.8e-01  -1.7e+00  -4.1e-01   8.3e-01  1.8e+04  4.3e-02  1.0e+00
z_jg[1708,4]    -1.9e-02  6.7e-03  9.6e-01  -1.6e+00  -2.1e-03   1.5e+00  2.1e+04  5.0e-02  1.0e+00
z_jg[1708,5]     4.4e-03  6.5e-03  9.9e-01  -1.6e+00   7.2e-03   1.6e+00  2.3e+04  5.6e-02  1.0e+00
z_jg[1708,6]    -5.5e-03  6.5e-03  1.0e+00  -1.7e+00  -8.7e-04   1.6e+00  2.4e+04  5.8e-02  1.0e+00
z_jg[1709,1]     2.2e-01  5.7e-03  4.5e-01  -5.3e-01   2.2e-01   9.6e-01  6.3e+03  1.5e-02  1.0e+00
z_jg[1709,2]    -6.4e-01  7.1e-03  7.2e-01  -1.8e+00  -6.3e-01   5.3e-01  1.0e+04  2.5e-02  1.0e+00
z_jg[1709,3]    -7.1e-01  5.6e-03  7.9e-01  -2.0e+00  -7.0e-01   5.8e-01  2.0e+04  4.8e-02  1.0e+00
z_jg[1709,4]    -1.1e-01  6.9e-03  9.3e-01  -1.7e+00  -9.7e-02   1.4e+00  1.8e+04  4.3e-02  1.0e+00
z_jg[1709,5]    -1.0e-02  7.0e-03  1.0e+00  -1.6e+00  -3.9e-03   1.6e+00  2.1e+04  5.0e-02  1.0e+00
z_jg[1709,6]    -1.6e-03  7.2e-03  1.0e+00  -1.7e+00   3.7e-03   1.7e+00  2.0e+04  4.8e-02  1.0e+00
z_jg[1710,1]    -8.6e-02  6.0e-03  5.0e-01  -9.1e-01  -8.2e-02   7.2e-01  7.0e+03  1.7e-02  1.0e+00
z_jg[1710,2]     1.0e+00  6.8e-03  8.0e-01  -2.5e-01   1.0e+00   2.4e+00  1.4e+04  3.4e-02  1.0e+00
z_jg[1710,3]     3.9e-01  5.9e-03  7.6e-01  -8.7e-01   3.9e-01   1.6e+00  1.6e+04  4.0e-02  1.0e+00
z_jg[1710,4]    -2.3e-01  6.4e-03  8.9e-01  -1.7e+00  -2.1e-01   1.2e+00  2.0e+04  4.8e-02  1.0e+00
z_jg[1710,5]    -2.7e-03  6.7e-03  9.9e-01  -1.6e+00  -5.7e-03   1.6e+00  2.2e+04  5.3e-02  1.0e+00
z_jg[1710,6]     1.1e-02  7.3e-03  1.0e+00  -1.6e+00   1.2e-02   1.7e+00  1.9e+04  4.7e-02  1.0e+00
z_jg[1711,1]     3.6e-01  6.5e-03  7.4e-01  -8.9e-01   3.8e-01   1.5e+00  1.3e+04  3.1e-02  1.0e+00
z_jg[1711,2]    -5.1e-01  7.1e-03  8.8e-01  -2.0e+00  -5.2e-01   9.3e-01  1.5e+04  3.7e-02  1.0e+00
z_jg[1711,3]     7.7e-01  5.4e-03  7.4e-01  -4.6e-01   7.7e-01   2.0e+00  1.9e+04  4.5e-02  1.0e+00
z_jg[1711,4]    -5.8e-02  6.7e-03  9.8e-01  -1.7e+00  -4.0e-02   1.5e+00  2.1e+04  5.1e-02  1.0e+00
z_jg[1711,5]     5.7e-03  7.1e-03  1.0e+00  -1.7e+00   1.7e-03   1.7e+00  2.0e+04  4.8e-02  1.0e+00
z_jg[1711,6]     5.9e-05  7.3e-03  1.0e+00  -1.7e+00  -4.0e-03   1.7e+00  2.0e+04  4.7e-02  1.0e+00
z_jg[1712,1]     2.1e+00  5.5e-03  4.7e-01   1.3e+00   2.1e+00   2.8e+00  7.2e+03  1.7e-02  1.0e+00
z_jg[1712,2]    -3.5e-01  7.3e-03  7.2e-01  -1.5e+00  -3.5e-01   8.4e-01  9.6e+03  2.3e-02  1.0e+00
z_jg[1712,3]    -7.8e-01  6.0e-03  7.9e-01  -2.1e+00  -7.8e-01   5.1e-01  1.7e+04  4.2e-02  1.0e+00
z_jg[1712,4]    -4.6e-01  6.5e-03  8.5e-01  -1.9e+00  -4.4e-01   9.2e-01  1.7e+04  4.1e-02  1.0e+00
z_jg[1712,5]     9.5e-03  6.7e-03  1.0e+00  -1.6e+00  -6.9e-04   1.7e+00  2.2e+04  5.4e-02  1.0e+00
z_jg[1712,6]     7.4e-05  7.0e-03  9.9e-01  -1.6e+00   2.2e-03   1.6e+00  2.0e+04  4.8e-02  1.0e+00
z_jg[1713,1]     8.9e-02  6.4e-03  7.6e-01  -1.2e+00   8.9e-02   1.3e+00  1.4e+04  3.4e-02  1.0e+00
z_jg[1713,2]     3.4e-01  7.5e-03  8.9e-01  -1.1e+00   3.3e-01   1.8e+00  1.4e+04  3.4e-02  1.0e+00
z_jg[1713,3]    -2.1e-01  6.5e-03  9.0e-01  -1.7e+00  -2.1e-01   1.3e+00  1.9e+04  4.6e-02  1.0e+00
z_jg[1713,4]     6.9e-01  6.2e-03  7.6e-01  -5.5e-01   7.0e-01   1.9e+00  1.5e+04  3.6e-02  1.0e+00
z_jg[1713,5]    -9.2e-02  7.8e-03  9.9e-01  -1.7e+00  -8.7e-02   1.6e+00  1.6e+04  3.9e-02  1.0e+00
z_jg[1713,6]    -4.5e-03  6.5e-03  1.0e+00  -1.7e+00   1.1e-02   1.6e+00  2.4e+04  5.7e-02  1.0e+00
z_jg[1714,1]     1.1e+00  6.2e-03  7.7e-01  -1.5e-01   1.1e+00   2.4e+00  1.6e+04  3.7e-02  1.0e+00
z_jg[1714,2]    -5.0e-01  7.3e-03  9.0e-01  -2.0e+00  -5.1e-01   1.0e+00  1.5e+04  3.7e-02  1.0e+00
z_jg[1714,3]    -3.1e-01  6.3e-03  9.3e-01  -1.8e+00  -3.1e-01   1.2e+00  2.2e+04  5.3e-02  1.0e+00
z_jg[1714,4]    -1.9e-01  6.0e-03  9.4e-01  -1.8e+00  -1.8e-01   1.3e+00  2.5e+04  5.9e-02  1.0e+00
z_jg[1714,5]     3.5e-02  7.3e-03  9.9e-01  -1.6e+00   3.3e-02   1.7e+00  1.8e+04  4.4e-02  1.0e+00
z_jg[1714,6]    -2.9e-03  7.0e-03  9.9e-01  -1.6e+00  -1.5e-02   1.6e+00  2.0e+04  4.8e-02  1.0e+00
z_jg[1715,1]    -3.4e-01  6.9e-03  8.8e-01  -1.8e+00  -3.2e-01   1.1e+00  1.7e+04  4.0e-02  1.0e+00
z_jg[1715,2]     2.0e-01  7.6e-03  9.6e-01  -1.4e+00   2.0e-01   1.8e+00  1.6e+04  3.9e-02  1.0e+00
z_jg[1715,3]    -3.9e-03  6.5e-03  9.1e-01  -1.5e+00  -9.4e-03   1.5e+00  1.9e+04  4.6e-02  1.0e+00
z_jg[1715,4]    -3.7e-02  6.9e-03  9.9e-01  -1.7e+00  -2.1e-02   1.6e+00  2.1e+04  5.0e-02  1.0e+00
z_jg[1715,5]     8.1e-03  6.7e-03  9.8e-01  -1.6e+00   1.7e-02   1.6e+00  2.1e+04  5.1e-02  1.0e+00
z_jg[1715,6]    -1.5e-03  6.9e-03  9.8e-01  -1.6e+00   1.2e-02   1.6e+00  2.0e+04  4.9e-02  1.0e+00
z_jg[1716,1]    -4.0e-01  6.2e-03  8.6e-01  -1.8e+00  -4.0e-01   1.0e+00  1.9e+04  4.6e-02  1.0e+00
z_jg[1716,2]     2.5e-01  6.6e-03  9.4e-01  -1.3e+00   2.5e-01   1.8e+00  2.0e+04  4.8e-02  1.0e+00
z_jg[1716,3]     1.3e-01  6.2e-03  8.7e-01  -1.3e+00   1.2e-01   1.6e+00  2.0e+04  4.7e-02  1.0e+00
z_jg[1716,4]    -2.5e-02  7.0e-03  1.0e+00  -1.7e+00  -1.9e-02   1.6e+00  2.1e+04  5.1e-02  1.0e+00
z_jg[1716,5]    -2.8e-03  6.9e-03  1.0e+00  -1.7e+00   1.1e-03   1.7e+00  2.2e+04  5.2e-02  1.0e+00
z_jg[1716,6]    -6.7e-03  7.0e-03  9.8e-01  -1.6e+00  -2.0e-03   1.6e+00  2.0e+04  4.7e-02  1.0e+00
z_jg[1717,1]     5.8e-01  6.9e-03  7.2e-01  -6.0e-01   6.0e-01   1.8e+00  1.1e+04  2.6e-02  1.0e+00
z_jg[1717,2]    -5.9e-01  8.0e-03  8.8e-01  -2.0e+00  -6.0e-01   8.6e-01  1.2e+04  2.9e-02  1.0e+00
z_jg[1717,3]     1.9e-02  6.1e-03  8.9e-01  -1.4e+00   2.5e-02   1.5e+00  2.1e+04  5.0e-02  1.0e+00
z_jg[1717,4]    -5.9e-02  6.9e-03  9.6e-01  -1.7e+00  -4.6e-02   1.5e+00  1.9e+04  4.6e-02  1.0e+00
z_jg[1717,5]     1.8e-02  6.8e-03  1.0e+00  -1.6e+00   1.7e-02   1.6e+00  2.2e+04  5.3e-02  1.0e+00
z_jg[1717,6]    -2.3e-03  7.1e-03  1.0e+00  -1.6e+00  -1.0e-02   1.7e+00  2.0e+04  4.8e-02  1.0e+00
z_jg[1718,1]     3.8e-02  6.1e-03  7.8e-01  -1.2e+00   5.0e-02   1.3e+00  1.6e+04  3.9e-02  1.0e+00
z_jg[1718,2]     2.2e-02  7.5e-03  9.2e-01  -1.5e+00   2.3e-02   1.5e+00  1.5e+04  3.7e-02  1.0e+00
z_jg[1718,3]     2.4e-01  6.4e-03  8.9e-01  -1.2e+00   2.4e-01   1.7e+00  1.9e+04  4.6e-02  1.0e+00
z_jg[1718,4]    -1.6e-01  6.6e-03  9.0e-01  -1.7e+00  -1.4e-01   1.3e+00  1.9e+04  4.5e-02  1.0e+00
z_jg[1718,5]     2.1e-02  6.4e-03  9.8e-01  -1.6e+00   1.7e-02   1.6e+00  2.3e+04  5.5e-02  1.0e+00
z_jg[1718,6]    -4.2e-04  6.6e-03  9.8e-01  -1.6e+00  -7.2e-03   1.6e+00  2.2e+04  5.3e-02  1.0e+00
z_jg[1719,1]    -1.9e-01  6.9e-03  9.4e-01  -1.7e+00  -1.7e-01   1.4e+00  1.8e+04  4.4e-02  1.0e+00
z_jg[1719,2]     1.2e-01  6.9e-03  9.7e-01  -1.5e+00   1.1e-01   1.7e+00  2.0e+04  4.8e-02  1.0e+00
z_jg[1719,3]    -8.5e-02  6.3e-03  8.8e-01  -1.5e+00  -8.7e-02   1.4e+00  2.0e+04  4.7e-02  1.0e+00
z_jg[1719,4]    -5.0e-02  6.7e-03  9.5e-01  -1.6e+00  -4.1e-02   1.5e+00  2.0e+04  4.8e-02  1.0e+00
z_jg[1719,5]     1.4e-02  6.9e-03  1.0e+00  -1.6e+00   1.6e-02   1.7e+00  2.1e+04  5.0e-02  1.0e+00
z_jg[1719,6]    -8.5e-03  6.7e-03  9.8e-01  -1.6e+00  -1.6e-04   1.6e+00  2.1e+04  5.0e-02  1.0e+00
z_jg[1720,1]    -3.1e-01  7.3e-03  9.0e-01  -1.8e+00  -3.1e-01   1.1e+00  1.5e+04  3.7e-02  1.0e+00
z_jg[1720,2]     1.0e-01  6.8e-03  9.4e-01  -1.4e+00   9.7e-02   1.6e+00  1.9e+04  4.6e-02  1.0e+00
z_jg[1720,3]     1.5e-01  6.0e-03  8.7e-01  -1.3e+00   1.6e-01   1.6e+00  2.1e+04  5.1e-02  1.0e+00
z_jg[1720,4]    -2.2e-01  6.0e-03  9.1e-01  -1.7e+00  -2.2e-01   1.3e+00  2.3e+04  5.5e-02  1.0e+00
z_jg[1720,5]     3.9e-02  6.7e-03  1.0e+00  -1.6e+00   4.3e-02   1.7e+00  2.2e+04  5.4e-02  1.0e+00
z_jg[1720,6]     1.0e-02  7.2e-03  1.0e+00  -1.6e+00   4.2e-03   1.6e+00  1.9e+04  4.7e-02  1.0e+00
z_jg[1721,1]    -4.1e-01  6.9e-03  9.2e-01  -1.9e+00  -4.0e-01   1.1e+00  1.8e+04  4.2e-02  1.0e+00
z_jg[1721,2]     2.2e-01  7.1e-03  9.7e-01  -1.4e+00   2.1e-01   1.8e+00  1.9e+04  4.5e-02  1.0e+00
z_jg[1721,3]    -1.6e-01  6.3e-03  9.6e-01  -1.7e+00  -1.6e-01   1.4e+00  2.3e+04  5.5e-02  1.0e+00
z_jg[1721,4]    -2.5e-01  6.0e-03  9.2e-01  -1.8e+00  -2.6e-01   1.2e+00  2.4e+04  5.7e-02  1.0e+00
